"basisOfRecord","catalogNumber","class","collectionCode","continent","country","datasetID","day","decimalLatitude","decimalLongitude","eventDate","eventTime","family","genus","georeferenceRemarks","institutionCode","kingdom","locality","maximumDepthInMeters","maximumElevationInMeters","minimumDepthInMeters","minimumElevationInMeters","modified","month","occurrenceID","occurrenceStatus","order","phylum","recordedBy","references","samplingProtocol","scientificName","scientificNameAuthorship","scientificNameID","year","id","dataset_id","node_id","depth","date_start","date_mid","date_end","date_year","dropped","absence","marine","brackish","subphylum","infraphylum","parvphylum","gigaclass","superclass","subclass","suborder","subfamily","species","kingdomid","phylumid","subphylumid","infraphylumid","parvphylumid","gigaclassid","superclassid","classid","subclassid","orderid","suborderid","familyid","subfamilyid","genusid","speciesid","aphiaID","originalScientificName","category","bathymetry","shoredistance","sst","sss","datasetName","eventID","geodeticDatum","habitat","license","ownerInstitutionCode","samplingEffort","stateProvince","taxonRank","waterBody","language","organismQuantity","organismQuantityType","type","county","occurrenceRemarks","countryCode","identificationVerificationStatus","institutionID","island","islandGroup","locationAccordingTo","locationID","nameAccordingTo","nameAccordingToID","parentEventID","previousIdentifications","sampleSizeUnit","sampleSizeValue","specificEpithet","taxonomicStatus","verbatimEventDate","verbatimLocality","collectionID","recordNumber","rightsHolder","individualCount","terrestrial","fieldNumber","identifiedBy","coordinateUncertaintyInMeters","accessRights","associatedReferences","associatedSequences","georeferenceSources","higherGeography","otherCatalogNumbers","preparations","bibliographicCitation","dynamicProperties","sex","dateIdentified","identificationRemarks","locationRemarks","footprintSRS","coordinatePrecision","verbatimDepth","dataGeneralizations","georeferenceProtocol","higherClassification","nomenclaturalCode","startDayOfYear","verbatimLatitude","verbatimLongitude","higherGeographyID","verbatimCoordinateSystem","verbatimCoordinates","eventRemarks","fieldNotes","lifeStage","municipality","acceptedNameUsage","acceptedNameUsageID","georeferenceVerificationStatus","georeferencedBy","identificationID","verbatimSRS","taxonID","typeStatus","organismRemarks","footprintWKT"
"PreservedSpecimen","FFRMGFGJG312","Teleostei","Reef Fish",NA,NA,NA,"28",-23.079,-44.225,"2004-05-28T12:00:00Z",NA,"Serranidae","Mycteroperca",NA,"MMA/BIO23","Animalia","Ilha de Macacos",19,NA,19,NA,NA,"5",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci","(Poey, 1860)","urn:lsid:marinespecies.org:taxname:159231","2004","0b1e55e4-70be-43fb-b5d7-9e8d23281c9c","eddee438-1ec9-4e50-83ca-a7ee7bc324cc","dde0dbd3-92fb-41e6-9f51-b1ae930a934b",19,1085702400000,1085702400000,1085702400000,2004,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",35,262,23.73,36.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","Ferreira, C.E.L.; Ferreira, C.G.W.; Rangel, C.A.; Mendonca, J.P.; Gerhardinger, L.C.; Filho, A.C.; Godoy, E.A.; Junior, O.L.; Gasparini, J.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"7",11.8822336197,-66.6890335083,"1999-10-07T00:34:59Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,6.4,NA,6.4,NA,NA,"10",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","1999","0b898881-369f-4bf7-b791-60ffeaa0fbbb","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",6.4,939254400000,939254400000,939254400000,1999,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",2,93,27.54,35.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"25",20.9659996033,-79.1988677979,"2001-08-25T12:00:00Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,13.9,NA,13.9,NA,NA,"8",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","2001","0c84a31d-7666-411e-b448-6c48dffefc22","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",13.9,998697600000,998697600000,998697600000,2001,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",50,1331,28.13,35.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation",NA,"Teleostei",NA,"SA","Colombia",NA,"11",13.366,-81.348167,"2017-05-11",NA,"Serranidae","Mycteroperca",NA,"Instituto de Investigaciones Marinas y Costeras José Benito Vives de Andréis (Invemar)","Animalia","Parque Nacional Natural Old Providence and McBean Lagoon, White Shoal, Estación WHI 1",7,NA,2,NA,NA,"05","INVEMAR:ICTac:AbunPec:WHI-1:2017:S:009509","present","Perciformes","Chordata","González Corredor Juan David",NA,"Transectos de banda","Mycteroperca bonaci","(Poey, 1860)","urn:lsid:marinespecies.org:taxname:159231","2017","0db50856-0faa-41fd-9126-03291c282be5","7140a522-1379-452e-a8a7-8841a96fe656","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",4.5,1494460800000,1494460800000,1494460800000,2017,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",185,497,28.14,35.74,NA,"INVEMAR:ICTac:AbunPec:WHI-1:2017-05-11","WGS84",NA,NA,NA,"10 transectos de banda de 2 x 30","Archipiélago de San Andrés, Providencia y Santa Catalina","Especie","Mar Caribe",NA,"1","individuos",NA,"Providencia",NA,"CO","Verificado","800.250.062-0","Providencia","Archipiélago de San Andrés, Providencia y Santa Catalina","Dato in situ usando GPS | Estandarización político andministrativa Colombia DANE - Divipola | Marine Regions Gazetteer - MRG","http://marineregions.org/mrgid/25303","Froese, R. and D. Pauly. Editors. (2021). FishBase. Mycteroperca bonaci (Poey, 1860). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159231 on 2021-10-04","http://www.marinespecies.org/aphia.php?p=taxdetails&id=159231","INVEMAR:ICTac:AbunPec:WHI","Mycteroperca bonaci","metros cuadrados","60","bonaci","Aceptado","11/05/17","White  Shoal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"5",24.668680191,-82.8095169067,"2004-10-05T00:39:02Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,3,NA,3,NA,NA,"10",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","2004","0e7c4bba-bbd0-40b0-9a6c-031276be1745","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",3,1096934400000,1096934400000,1096934400000,2004,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",9,1853,26.57,36.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"1",-17.9624996185,-38.7066650391,"2000-04-01T12:00:00Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,3.4,NA,3.4,NA,NA,"4",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","2000","0fce34a5-a2af-4e23-b29a-b6b3e0ea3aed","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",3.4,954547200000,954547200000,954547200000,2000,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",-2,78,25.9,37.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"20",21.2999992371,-71.5999984741,"1999-08-20T12:00:00Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,6.2,NA,6.2,NA,NA,"8",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","1999","1032a081-87cb-4777-9c4c-21a27c373e22","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",6.2,935107200000,935107200000,935107200000,1999,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",46,1591,27.42,35.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"29",22.6547222137,-79.1449966431,"2001-05-29T00:24:22Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,10.2,NA,10.2,NA,NA,"5",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","2001","107664e9-ac77-48ad-b488-6a9eb78509c4","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",10.2,991094400000,991094400000,991094400000,2001,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",2,1874,27.42,36.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PreservedSpecimen","FFRMGFGJG321","Teleostei","Reef Fish",NA,NA,NA,"6",-23.167,-44.373,"2003-12-06T12:00:00Z",NA,"Serranidae","Mycteroperca",NA,"MMA/BIO23","Animalia","Ponta Acaia Ilha Grande",24,NA,24,NA,NA,"12",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci","(Poey, 1860)","urn:lsid:marinespecies.org:taxname:159231","2003","11304d1a-45c2-4f6a-84a2-e31d448f7688","eddee438-1ec9-4e50-83ca-a7ee7bc324cc","dde0dbd3-92fb-41e6-9f51-b1ae930a934b",24,1070668800000,1070668800000,1070668800000,2003,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",-131,131,23.72,36.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38","Ferreira, C.E.L.; Ferreira, C.G.W.; Rangel, C.A.; Mendonca, J.P.; Gerhardinger, L.C.; Filho, A.C.; Godoy, E.A.; Junior, O.L.; Gasparini, J.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"25",20.9701156616,-79.2188644409,"2001-08-25T12:00:00Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,12.6,NA,12.6,NA,NA,"8",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","2001","1359b7e2-4db7-4b58-8a5f-ba07d8780b97","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",12.6,998697600000,998697600000,998697600000,2001,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",2,1873,28.13,35.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"1",-17.9624996185,-38.7066650391,"2000-04-01T12:00:00Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,3.4,NA,3.4,NA,NA,"4",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","2000","1481168c-85a1-445f-82f0-6f20b4385ec1","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",3.4,954547200000,954547200000,954547200000,2000,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",-2,78,25.9,37.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"1",-17.9624996185,-38.7066650391,"2000-04-01T12:00:00Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,3.4,NA,3.4,NA,NA,"4",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","2000","1557f414-302f-49d4-909f-671b0f09165c","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",3.4,954547200000,954547200000,954547200000,2000,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",-2,78,25.9,37.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PreservedSpecimen","PEC-1721","Teleostei","MHNMC",NA,"Colombia",NA,NA,11.2447366714,-74.2211837769,"1982-07-02T12:00:00Z",NA,"Serranidae","Mycteroperca",NA,"INVEMAR","Animalia","Bahia de Santa Marta",NA,NA,NA,NA,NA,NA,NA,NA,"Perciformes","Chordata","Jaime Garzon Ferreira",NA,NA,"Mycteroperca bonaci","(Poey, 1860)","urn:lsid:marinespecies.org:taxname:159231","1982","15961aa5-9588-4a3f-8427-ed0c39cc31ab","f7777a70-e23c-436a-a0cb-9200bf87e194","310922b4-9d0c-4de1-92d7-9b442d34765b",NA,3.94416e+11,3.94416e+11,3.94416e+11,1982,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",24,305,27.49,35.24,NA,NA,NA,NA,NA,NA,NA,"MAGDALENA",NA,"Caribe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.0",NA,NA,"Jaime Garzon Ferreira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"30",20.1141662598,-87.4563903809,"1999-08-30T12:00:00Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,11.3,NA,11.3,NA,NA,"8",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","1999","15c3a642-ecf1-4bed-979c-7244099125e8","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",11.3,935971200000,935971200000,935971200000,1999,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",44,1168,27.96,35.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"5",24.5460739136,-81.4051513672,"2003-06-05T12:00:00Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,3.7,NA,3.7,NA,NA,"6",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","2003","162f1d50-bab4-4529-9ea7-ba5777f8b28b","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",3.7,1054771200000,1054771200000,1054771200000,2003,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",12,8408,26.88,36.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"19",22.1468830109,-81.5006027222,"2001-03-19T12:00:00Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,2.6,NA,2.6,NA,NA,"3",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","2001","171a3c14-0ddc-418e-99d4-7ecd2e595b82","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",2.6,9.8496e+11,9.8496e+11,9.8496e+11,2001,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",167,2913,27.93,35.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PreservedSpecimen","FFRMGFGJG325","Teleostei","Reef Fish",NA,NA,NA,"7",-23.113,-44.297,"2003-12-07T12:00:00Z",NA,"Serranidae","Mycteroperca",NA,"MMA/BIO23","Animalia","Ponta Grossa de Sitio Forte Ilha Grande",26,NA,26,NA,NA,"12",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci","(Poey, 1860)","urn:lsid:marinespecies.org:taxname:159231","2003","1745d66a-20c3-49e8-9439-a541f9a919ea","eddee438-1ec9-4e50-83ca-a7ee7bc324cc","dde0dbd3-92fb-41e6-9f51-b1ae930a934b",26,1070755200000,1070755200000,1070755200000,2003,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",-1,207,23.74,36.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40","Ferreira, C.E.L.; Ferreira, C.G.W.; Rangel, C.A.; Mendonca, J.P.; Gerhardinger, L.C.; Filho, A.C.; Godoy, E.A.; Junior, O.L.; Gasparini, J.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
