"basisOfRecord","class","country","datasetID","datasetName","decimalLatitude","decimalLongitude","eventDate","eventID","family","genus","geodeticDatum","habitat","kingdom","license","maximumDepthInMeters","maximumElevationInMeters","minimumDepthInMeters","minimumElevationInMeters","modified","occurrenceID","occurrenceStatus","order","ownerInstitutionCode","phylum","references","samplingEffort","samplingProtocol","scientificName","scientificNameAuthorship","scientificNameID","stateProvince","taxonRank","waterBody","id","dataset_id","node_id","depth","date_start","date_mid","date_end","date_year","dropped","absence","marine","brackish","subphylum","infraphylum","parvphylum","gigaclass","superclass","subclass","species","kingdomid","phylumid","subphylumid","infraphylumid","parvphylumid","gigaclassid","superclassid","classid","subclassid","orderid","familyid","genusid","speciesid","aphiaID","originalScientificName","bathymetry","shoredistance","sst","sss","type","locality","recordedBy","collectionID","recordNumber","rightsHolder","catalogNumber","collectionCode","individualCount","institutionCode","coordinateUncertaintyInMeters","terrestrial","year","month","language","countryCode","fieldNumber","verbatimDepth","vernacularName","higherGeography","locationRemarks","nameAccordingTo","specificEpithet","dynamicProperties","occurrenceRemarks","bibliographicCitation","continent","county","day","eventRemarks","fieldNotes","identificationVerificationStatus","institutionID","locationID","nomenclaturalCode","organismQuantity","organismQuantityType","parentEventID","previousIdentifications","sampleSizeUnit","sampleSizeValue","taxonomicStatus","verbatimCoordinates","verbatimEventDate","verbatimLatitude","verbatimLocality","verbatimLongitude","island","islandGroup","municipality","parentNameUsageID","verbatimIdentification","georeferenceProtocol","verbatimCoordinateSystem","eventTime","georeferenceRemarks","identifiedBy","dateIdentified","higherClassification","preparations","associatedReferences","coordinatePrecision","accessRights","georeferenceSources","georeferenceVerificationStatus","georeferencedBy","georeferencedDate","higherGeographyID","identificationRemarks","locationAccordingTo","verbatimSRS","otherCatalogNumbers","startDayOfYear","nameAccordingToID","acceptedNameUsage","footprintWKT","lifeStage","associatedSequences","organismID","taxonID","materialSampleID","associatedMedia","endDayOfYear","informationWithheld","organismRemarks"
"HumanObservation","Teleostei",NA,NA,NA,24.439250946,-77.6961669922,"1998-08-12T00:27:29Z",NA,"Labridae","Bodianus",NA,NA,"Animalia",NA,9.7,NA,9.7,NA,NA,NA,NA,"Eupercaria incertae sedis",NA,"Chordata",NA,NA,NA,"Bodianus rufus",NA,"urn:lsid:marinespecies.org:taxname:273541",NA,NA,NA,"01130781-92e9-4f51-b652-76b5e91d95b1","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",9.7,9.0288e+11,9.0288e+11,9.0288e+11,1998,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",8,2300,26.87,36.56,NA,NA,NA,NA,NA,NA,"agrra_fish","agrra_fish",NA,"AGRRA",NA,NA,"1998","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei",NA,NA,NA,17.8038406372,-64.6136932373,"2009-03-05T12:04:48Z",NA,"Labridae","Bodianus",NA,NA,"Animalia",NA,NA,NA,NA,NA,NA,NA,NA,"Eupercaria incertae sedis",NA,"Chordata",NA,NA,NA,"Bodianus rufus",NA,"urn:lsid:marinespecies.org:taxname:273541",NA,NA,NA,"0116068a-6340-4e9d-a3ab-d682ea22a821","bbf10b27-f6f8-4258-a07b-9e764bd511f6","310922b4-9d0c-4de1-92d7-9b442d34765b",NA,1236211200000,1236211200000,1236211200000,2009,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",2,1710,27.82,34.81,NA,NA,NA,NA,NA,NA,"VIRG-ST C-0300-0900.5036.61811",NA,NA,"NOAA-CCMA",NA,NA,"2009","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"observedindividualcount=1;","batchcode=VIRG-ST C-0300-0900;survey_index=5036;habitat_structure=HARD;permanent/random=random;management=BUIS;trophic=I",NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei",NA,NA,NA,18.7670001984,-87.3307647705,"2000-07-14T00:39:09Z",NA,"Labridae","Bodianus",NA,NA,"Animalia",NA,12.1,NA,12.1,NA,NA,NA,NA,"Eupercaria incertae sedis",NA,"Chordata",NA,NA,NA,"Bodianus rufus",NA,"urn:lsid:marinespecies.org:taxname:273541",NA,NA,NA,"01605b79-6e52-4911-829c-1133a0fdb553","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",12.1,963532800000,963532800000,963532800000,2000,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",5,3498,28.06,35.76,NA,NA,NA,NA,NA,NA,"agrra_fish","agrra_fish",NA,"AGRRA",NA,NA,"2000","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei","Colombia","INVEMAR:SIMAC:1999","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2007",12.5687,-81.7258,"2007-07-17","INVEMAR:SIMAC:CenPec:EMI-1:2007-07-17","Labridae","Bodianus","WGS84","Area coralina","Animalia",NA,12,NA,9,NA,NA,"INVEMAR:SIMAC:CenPec:EMI-1:2007:M4:020935","present","Eupercaria incertae sedis",NA,"Chordata",NA,"5 censos X 2 personas X 3 parcelas= 30 censos","Protocolo SIMAC - Censo abundancia de peces arrecifales","Bodianus rufus","(Linnaeus, 1758)","urn:lsid:marinespecies.org:taxname:273541","Archipiélago de San Andrés, Providencia y Santa Catalina","Especie","Mar Caribe","01614cc5-53ed-4859-a108-89c8e02ae7e5","95dcd908-a6b9-4422-a441-42caa46724f5","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",10.5,1184630400000,1184630400000,1184630400000,2007,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",175,254,28.18,35.71,NA,"Reserva de Biosfera Sea Flower, Emisario Estación EMI 1","Nacor Bolaños | Ingrid Vishnoff",NA,NA,NA,NA,NA,NA,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",NA,NA,"2007","07",NA,"CO",NA,NA,NA,NA,NA,NA,"rufus",NA,NA,NA,"SA","San Andrés","17","Nivel profundidad medio.","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","Verificado","800250062-0","http://marineregions.org/mrgid/25303","ICZN","1","Individuos","INVEMAR:SIMAC:CenPec:EMI","Bodianus rufus","metros cuadrados","60","Válido","""12° 34' 7.3"""" N 81° 43' 32.8"""" W""","2007/07/17","""12° 34' 7.3"""" N""","Emisario 1","""81° 43' 32.8"""" W""","San Andrés Isla","Archipiélago de San Andrés, Providencia y Santa Catalina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei",NA,NA,NA,17.8105201721,-64.6300964355,"2005-10-19T10:00:00Z",NA,"Labridae","Bodianus",NA,NA,"Animalia",NA,NA,NA,NA,NA,NA,NA,NA,"Eupercaria incertae sedis",NA,"Chordata",NA,NA,NA,"Bodianus rufus",NA,"urn:lsid:marinespecies.org:taxname:273541",NA,NA,NA,"016a2242-f58c-4c01-a0bc-7df0141d8f01","bbf10b27-f6f8-4258-a07b-9e764bd511f6","310922b4-9d0c-4de1-92d7-9b442d34765b",NA,1.12968e+12,1.12968e+12,1.12968e+12,2005,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",37,2339,27.82,34.81,NA,NA,NA,NA,NA,NA,"VIRG-ST C-1000-0500.2937.46735",NA,NA,"NOAA-CCMA",NA,NA,"2005","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"observedindividualcount=1;","batchcode=VIRG-ST C-1000-0500;survey_index=2937;habitat_structure=HARD;permanent/random=random;management=BUIS;trophic=I",NA,NA,NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei","Colombia","INVEMAR:SIMAC:1999","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2004",12.5004167,-81.7333333,"2004-09-30","INVEMAR:SIMAC:CenPec:IGU-1:2004-09-30","Labridae","Bodianus","WGS84","Area coralina","Animalia",NA,18,NA,3,NA,NA,"INVEMAR:SIMAC:CenPec:IGU-1:2004:S13:011790","present","Eupercaria incertae sedis",NA,"Chordata",NA,"5 censos X 2 personas X 3 parcelas= 30 censos","Protocolo SIMAC - Censo abundancia de peces arrecifales","Bodianus rufus","(Linnaeus, 1758)","urn:lsid:marinespecies.org:taxname:273541","Archipiélago de San Andrés, Providencia y Santa Catalina","Especie","Mar Caribe","016d9a54-e02d-4ec3-9e58-eb31fe503704","95dcd908-a6b9-4422-a441-42caa46724f5","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",10.5,1096502400000,1096502400000,1096502400000,2004,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",-6,70,28.18,35.71,NA,"Reserva de Biosfera Sea Flower, Iguana Estación IGU 1","Santiago Posada | Adriana Aguirre Aguirre",NA,NA,NA,NA,NA,NA,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",NA,NA,"2004","09",NA,"CO",NA,NA,NA,NA,NA,NA,"rufus",NA,NA,NA,"SA","San Andrés","30","Niveles profundidad somero, intermedio y profundo. Datos de la Estación insertada del proyecto SIMAC.","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","Verificado","800250062-0","http://marineregions.org/mrgid/25303","ICZN","1","Individuos","INVEMAR:SIMAC:CenPec:IGU","Bodianus rufus","metros cuadrados","60","Válido","""12° 30' 1.5"""" N 81° 43' 59.9"""" W""","2004/09/30","""12° 30' 1.5"""" N""","Iguana","""81° 43' 59.9"""" W""","San Andrés Isla","Archipiélago de San Andrés, Providencia y Santa Catalina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei",NA,NA,NA,17.2218494415,-87.6080474854,"1999-09-11T12:00:00Z",NA,"Labridae","Bodianus",NA,NA,"Animalia",NA,7.1,NA,7.1,NA,NA,NA,NA,"Eupercaria incertae sedis",NA,"Chordata",NA,NA,NA,"Bodianus rufus",NA,"urn:lsid:marinespecies.org:taxname:273541",NA,NA,NA,"01ab9c7e-5e4d-4f18-bd11-22bc15c603ee","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",7.1,9.37008e+11,9.37008e+11,9.37008e+11,1999,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",261,1328,28.1,35.77,NA,NA,NA,NA,NA,NA,"agrra_fish","agrra_fish",NA,"AGRRA",NA,NA,"1999","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei",NA,NA,NA,20.3997993469,-87.3059768677,"1999-03-12T00:36:29Z",NA,"Labridae","Bodianus",NA,NA,"Animalia",NA,10.5,NA,10.5,NA,NA,NA,NA,"Eupercaria incertae sedis",NA,"Chordata",NA,NA,NA,"Bodianus rufus",NA,"urn:lsid:marinespecies.org:taxname:273541",NA,NA,NA,"01cba2b0-16b5-46e9-a0ae-a96d0d56aa4a","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",10.5,921196800000,921196800000,921196800000,1999,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",11,187,27.98,35.82,NA,NA,NA,NA,NA,NA,"agrra_fish","agrra_fish",NA,"AGRRA",NA,NA,"1999","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei",NA,NA,NA,18.4641666412,-78.1318817139,"2000-08-17T00:34:59Z",NA,"Labridae","Bodianus",NA,NA,"Animalia",NA,8.9,NA,8.9,NA,NA,NA,NA,"Eupercaria incertae sedis",NA,"Chordata",NA,NA,NA,"Bodianus rufus",NA,"urn:lsid:marinespecies.org:taxname:273541",NA,NA,NA,"01d7e40b-08a8-408d-88a9-cfc67989cdaa","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",8.9,966470400000,966470400000,966470400000,2000,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",-1,378,28.48,35.6,NA,NA,NA,NA,NA,NA,"agrra_fish","agrra_fish",NA,"AGRRA",NA,NA,"2000","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei","Colombia","INVEMAR:SIMAC:1999","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2006",8.6420555,-77.33625,"2006-07-26","INVEMAR:SIMAC:CenPec:CAP-2:2006-07-26","Labridae","Bodianus","WGS84","Area coralina","Animalia",NA,12,NA,8,NA,NA,"INVEMAR:SIMAC:CenPec:CAP-2:2006:M4:016073","present","Eupercaria incertae sedis",NA,"Chordata",NA,"5 censos X 2 personas X 3 parcelas= 30 censos","Protocolo SIMAC - Censo abundancia de peces arrecifales","Bodianus rufus","(Linnaeus, 1758)","urn:lsid:marinespecies.org:taxname:273541","Chocó","Especie","Mar Caribe","0217fbb3-2ca1-4a5e-b5fa-00961149b700","95dcd908-a6b9-4422-a441-42caa46724f5","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",10,1.153872e+12,1.153872e+12,1.153872e+12,2006,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",15,234,28.32,29.14,NA,"Ensenada Capurganá Estación CAP 2","Julian Olaya | Katherine Bernal",NA,NA,NA,NA,NA,NA,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",NA,NA,"2006","07",NA,"CO",NA,NA,NA,NA,NA,NA,"rufus",NA,NA,NA,"SA","Acandí","26","Nivel profundidad medio. Estación proyecto SIMAC. Monitoreo de temperatura.","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","Verificado","800250062-0","http://marineregions.org/mrgid/25303","ICZN","1","Individuos","INVEMAR:SIMAC:CenPec:CAP","Bodianus rufus","metros cuadrados","60","Válido","""8° 38' 31.3"""" N 77° 20' 10.5"""" W""","2006/07/26","""8° 38' 31.3"""" N""","Capurganá 2","""77° 20' 10.5"""" W""",NA,NA,"Capurganá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei",NA,NA,NA,17.7643108368,-64.5780105591,"2004-10-22T11:00:00Z",NA,"Labridae","Bodianus",NA,NA,"Animalia",NA,NA,NA,NA,NA,NA,NA,NA,"Eupercaria incertae sedis",NA,"Chordata",NA,NA,NA,"Bodianus rufus",NA,"urn:lsid:marinespecies.org:taxname:273541",NA,NA,NA,"02211e7b-06ab-4dd5-b551-f368feffc46c","bbf10b27-f6f8-4258-a07b-9e764bd511f6","310922b4-9d0c-4de1-92d7-9b442d34765b",NA,1098403200000,1098403200000,1098403200000,2004,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",-2,536,27.82,34.82,NA,NA,NA,NA,NA,NA,"VIRG-ST C-1000-0400.2235.43570",NA,NA,"NOAA-CCMA",NA,NA,"2004","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"observedindividualcount=1;","batchcode=VIRG-ST C-1000-0400;survey_index=2235;habitat_structure=HARD;permanent/random=random;management=EEMP;trophic=I",NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei",NA,NA,NA,20.1141662598,-87.4563903809,"1999-08-30T12:00:00Z",NA,"Labridae","Bodianus",NA,NA,"Animalia",NA,11.3,NA,11.3,NA,NA,NA,NA,"Eupercaria incertae sedis",NA,"Chordata",NA,NA,NA,"Bodianus rufus",NA,"urn:lsid:marinespecies.org:taxname:273541",NA,NA,NA,"0227be78-da60-4de8-b102-a70a22d23580","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",11.3,935971200000,935971200000,935971200000,1999,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",44,1168,27.96,35.81,NA,NA,NA,NA,NA,NA,"agrra_fish","agrra_fish",NA,"AGRRA",NA,NA,"1999","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei",NA,NA,NA,20.5869674683,-78.4653320312,"2001-08-23T12:00:00Z",NA,"Labridae","Bodianus",NA,NA,"Animalia",NA,8.4,NA,8.4,NA,NA,NA,NA,"Eupercaria incertae sedis",NA,"Chordata",NA,NA,NA,"Bodianus rufus",NA,"urn:lsid:marinespecies.org:taxname:273541",NA,NA,NA,"02343163-cf02-41c1-b06b-6b3df92b2b0d","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",8.4,998524800000,998524800000,998524800000,2001,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",3,1112,28.22,35.67,NA,NA,NA,NA,NA,NA,"agrra_fish","agrra_fish",NA,"AGRRA",NA,NA,"2001","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei","Colombia","INVEMAR:SIMAC:1999","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2004",8.6704166,-77.3586666,"2004-06-09","INVEMAR:SIMAC:CenPec:CTI-1:2004-06-09","Labridae","Bodianus","WGS84","Area coralina","Animalia",NA,3,NA,2,NA,NA,"INVEMAR:SIMAC:CenPec:CTI-1:2004:S8:010355","present","Eupercaria incertae sedis",NA,"Chordata",NA,"5 censos X 2 personas X 3 parcelas= 30 censos","Protocolo SIMAC - Censo abundancia de peces arrecifales","Bodianus rufus","(Linnaeus, 1758)","urn:lsid:marinespecies.org:taxname:273541","Chocó","Especie","Mar Caribe","02674370-9a11-491b-8838-0d15775b4677","95dcd908-a6b9-4422-a441-42caa46724f5","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",2.5,1086739200000,1086739200000,1086739200000,2004,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",-51,60,28.33,29.45,NA,"Ensenada Sapzurro, Cabo Tiburón S Estación CTI 1","Oscar Herrera | Martha Alejandra Ortiz Del Rio",NA,NA,NA,NA,NA,NA,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",NA,NA,"2004","06",NA,"CO",NA,NA,NA,NA,NA,NA,"rufus",NA,NA,NA,"SA","Acandí","09","Nivel profundidad somero.","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","Verificado","800250062-0","http://marineregions.org/mrgid/25303","ICZN","3","Individuos","INVEMAR:SIMAC:CenPec:CTI","Bodianus rufus","metros cuadrados","60","Válido","""8° 40' 13.4"""" N 77° 21' 31.1"""" W""","2004/06/09","""8° 40' 13.4"""" N""","Cabo Tiburón S","""77° 21' 31.1"""" W""",NA,NA,"Capurganá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PreservedSpecimen","Teleostei","Trinidad and Tobago",NA,NA,11.1666669846,-60.8444442749,"1968-02-19T12:00:00Z",NA,"Labridae","Bodianus",NA,NA,"Animalia",NA,NA,NA,NA,NA,NA,NA,NA,"Eupercaria incertae sedis",NA,"Chordata",NA,NA,NA,"Bodianus rufus",NA,"urn:lsid:marinespecies.org:taxname:273541","Tobago",NA,NA,"026ca10b-6bda-46aa-bda1-e6203ca2f6f0","c24bf1c2-2c62-4056-a841-56d94e6e876a","310922b4-9d0c-4de1-92d7-9b442d34765b",NA,-58924800000,-58924800000,-58924800000,1968,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",3,355,27.94,33.5,NA,"Caribbean; Pigeon Point","Addison, W. D.",NA,NA,NA,"44563","Ichthyology",NA,"ROM",NA,NA,"1968","2",NA,NA,"WA68-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"St Patrick","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Winterbottom, R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
